,"(p,d,q,P,D,Q,s)",AIC
421,"(0, 1, 2, 3, 1, 4, 12)",281.1121343564699
422,"(2, 1, 1, 4, 1, 0, 12)",281.1320979729918
423,"(1, 1, 3, 3, 1, 3, 12)",281.1951798334371
424,"(4, 1, 0, 2, 1, 4, 12)",281.2020000953032
425,"(4, 1, 0, 3, 1, 0, 12)",281.2285956967907
426,"(4, 1, 3, 3, 1, 1, 12)",281.2524620278222
427,"(1, 1, 4, 4, 1, 3, 12)",281.2857610277583
428,"(2, 1, 2, 0, 1, 4, 12)",281.30057272507486
429,"(4, 1, 0, 3, 1, 3, 12)",281.306872083892
430,"(1, 1, 3, 0, 1, 2, 12)",281.31493450276594
431,"(4, 1, 0, 1, 1, 1, 12)",281.3241410047252
432,"(2, 1, 0, 0, 1, 4, 12)",281.3398840432652
433,"(2, 1, 1, 1, 1, 0, 12)",281.3741958289464
434,"(0, 1, 1, 3, 1, 2, 12)",281.3776498757429
435,"(2, 1, 3, 4, 1, 0, 12)",281.3831772140037
436,"(2, 1, 2, 1, 1, 2, 12)",281.3977729316841
437,"(1, 1, 2, 1, 1, 0, 12)",281.4043826247165
438,"(1, 1, 3, 2, 1, 4, 12)",281.4661777835307
439,"(1, 1, 3, 1, 1, 1, 12)",281.5129387597927
440,"(4, 1, 3, 1, 1, 0, 12)",281.53210550682917
441,"(3, 1, 0, 3, 1, 3, 12)",281.53413293840424
442,"(2, 1, 3, 2, 1, 2, 12)",281.54665964020205
443,"(2, 1, 3, 3, 1, 1, 12)",281.55515211429196
444,"(2, 1, 0, 1, 1, 2, 12)",281.5586506395266
445,"(1, 1, 3, 0, 1, 3, 12)",281.56320679296266
446,"(4, 1, 4, 4, 1, 2, 12)",281.5647451496543
447,"(3, 1, 0, 2, 1, 4, 12)",281.56494068814624
448,"(1, 1, 2, 4, 1, 3, 12)",281.5663105388778
449,"(3, 1, 0, 0, 1, 3, 12)",281.59654933421353
450,"(2, 1, 1, 3, 1, 1, 12)",281.61584156448697
451,"(4, 1, 0, 1, 1, 2, 12)",281.6750786282185
452,"(2, 1, 1, 4, 1, 4, 12)",281.6992601269804
453,"(2, 1, 0, 4, 1, 4, 12)",281.72235985581426
454,"(1, 1, 1, 4, 1, 1, 12)",281.7573704857574
455,"(1, 1, 2, 4, 1, 4, 12)",281.83276250400337
456,"(2, 1, 0, 0, 1, 2, 12)",281.8383617932941
457,"(1, 1, 2, 4, 1, 0, 12)",281.86084932831625
458,"(0, 1, 1, 3, 1, 4, 12)",281.87630798052345
459,"(4, 1, 3, 4, 1, 2, 12)",281.8794114374789
460,"(2, 1, 2, 1, 1, 0, 12)",281.9089177901889
461,"(3, 1, 0, 0, 1, 1, 12)",281.9144929782461
462,"(2, 1, 0, 3, 1, 4, 12)",281.9229925850648
463,"(1, 1, 4, 4, 1, 1, 12)",281.971897029909
464,"(0, 1, 3, 4, 1, 1, 12)",281.98838488500746
465,"(0, 1, 2, 4, 1, 1, 12)",281.994054552149
466,"(4, 1, 2, 4, 1, 3, 12)",282.0002443831224
467,"(2, 1, 0, 1, 1, 1, 12)",282.01859452396457
468,"(1, 1, 1, 3, 1, 2, 12)",282.05464922914564
469,"(1, 1, 2, 2, 1, 2, 12)",282.1051668852563
470,"(3, 1, 0, 2, 1, 1, 12)",282.1346020599988
471,"(2, 1, 0, 4, 1, 0, 12)",282.1434321186495
472,"(2, 1, 0, 2, 1, 2, 12)",282.16149714142455
473,"(0, 1, 3, 3, 1, 2, 12)",282.1670364169666
474,"(2, 1, 0, 3, 1, 1, 12)",282.17375128394656
475,"(4, 1, 0, 0, 1, 4, 12)",282.1788975070382
476,"(1, 1, 4, 3, 1, 2, 12)",282.2116110824237
477,"(4, 1, 2, 4, 1, 2, 12)",282.2274913992241
478,"(1, 1, 2, 3, 1, 1, 12)",282.25670270921245
479,"(1, 1, 3, 0, 1, 4, 12)",282.3300346512013
480,"(3, 1, 0, 3, 1, 0, 12)",282.33108050734256
481,"(1, 1, 3, 2, 1, 1, 12)",282.33784802247743
482,"(1, 1, 3, 3, 1, 0, 12)",282.34252951661296
483,"(0, 1, 2, 3, 1, 2, 12)",282.3462425173149
484,"(4, 1, 2, 4, 1, 1, 12)",282.37503454683974
485,"(1, 1, 3, 1, 1, 2, 12)",282.3821116178102
486,"(4, 1, 0, 1, 1, 0, 12)",282.5163200312487
487,"(4, 1, 2, 3, 1, 2, 12)",282.532821563333
488,"(2, 1, 3, 4, 1, 4, 12)",282.55418332692994
489,"(4, 1, 3, 4, 1, 4, 12)",282.56954992854867
490,"(2, 1, 3, 3, 1, 4, 12)",282.58372214363817
491,"(2, 1, 2, 4, 1, 4, 12)",282.5845691377809
492,"(1, 1, 2, 3, 1, 4, 12)",282.66479349273993
493,"(2, 1, 2, 3, 1, 4, 12)",282.66910750090034
494,"(2, 1, 1, 3, 1, 4, 12)",282.72451066971826
495,"(2, 1, 2, 4, 1, 0, 12)",282.77745679758107
496,"(2, 1, 2, 2, 1, 2, 12)",282.8386196239144
497,"(4, 1, 0, 4, 1, 0, 12)",282.8482334336984
498,"(2, 1, 2, 3, 1, 1, 12)",282.8581295001618
499,"(4, 1, 3, 3, 1, 4, 12)",282.89174023651253
500,"(2, 1, 1, 4, 1, 1, 12)",282.95408923496325
501,"(4, 1, 3, 3, 1, 2, 12)",282.9775588938246
502,"(2, 1, 3, 4, 1, 2, 12)",283.0003511609991
503,"(2, 1, 2, 4, 1, 2, 12)",283.0053510836783
504,"(1, 1, 3, 4, 1, 2, 12)",283.0071337194492
505,"(4, 1, 0, 2, 1, 2, 12)",283.0343609634791
506,"(4, 1, 0, 3, 1, 1, 12)",283.0417309208046
507,"(1, 1, 3, 1, 1, 0, 12)",283.0589036189366
508,"(3, 1, 0, 0, 1, 4, 12)",283.14422964863604
509,"(4, 1, 0, 4, 1, 4, 12)",283.19825664988315
510,"(3, 1, 1, 0, 1, 0, 12)",283.3823348247539
511,"(2, 1, 1, 3, 1, 2, 12)",283.4322151492596
512,"(2, 1, 3, 4, 1, 1, 12)",283.4420244080113
513,"(3, 1, 0, 1, 1, 2, 12)",283.44570657630976
514,"(2, 1, 2, 4, 1, 3, 12)",283.5204141905961
515,"(2, 1, 3, 3, 1, 2, 12)",283.544121923537
516,"(4, 1, 0, 3, 1, 4, 12)",283.5495221896632
517,"(2, 1, 3, 4, 1, 3, 12)",283.56885511733026
518,"(3, 1, 0, 4, 1, 4, 12)",283.58611479367096
519,"(3, 1, 0, 0, 1, 2, 12)",283.6417803559939
520,"(3, 1, 2, 0, 1, 0, 12)",283.70482651781055
521,"(1, 1, 2, 4, 1, 1, 12)",283.7071778768517
522,"(3, 1, 0, 3, 1, 4, 12)",283.7515596631008
523,"(4, 1, 0, 4, 1, 2, 12)",283.7817094224086
524,"(3, 1, 0, 1, 1, 1, 12)",283.7978559901435
525,"(2, 1, 0, 1, 1, 0, 12)",283.82121196013213
526,"(4, 1, 3, 4, 1, 1, 12)",283.82209330210355
527,"(1, 1, 3, 4, 1, 3, 12)",283.9147360185791
528,"(1, 1, 3, 4, 1, 0, 12)",283.92966079897656
529,"(1, 1, 2, 3, 1, 2, 12)",284.01433534491696
530,"(2, 1, 0, 4, 1, 1, 12)",284.08726761098035
531,"(1, 1, 3, 4, 1, 4, 12)",284.0989273663885
532,"(3, 1, 0, 4, 1, 0, 12)",284.10435177513114
533,"(3, 1, 0, 2, 1, 2, 12)",284.12007241824256
534,"(3, 1, 0, 3, 1, 1, 12)",284.12768162266724
535,"(1, 1, 3, 2, 1, 2, 12)",284.1550592521195
536,"(2, 1, 0, 3, 1, 2, 12)",284.1794897895269
537,"(2, 1, 0, 4, 1, 2, 12)",284.18965720975723
538,"(4, 1, 1, 0, 1, 0, 12)",284.19972288644465
539,"(1, 1, 3, 3, 1, 1, 12)",284.33029315955355
540,"(4, 1, 0, 4, 1, 3, 12)",284.3727084252789
541,"(2, 1, 0, 4, 1, 3, 12)",284.4311839011485
542,"(4, 1, 3, 4, 1, 3, 12)",284.5065686413273
543,"(2, 1, 2, 4, 1, 1, 12)",284.69149997327713
544,"(0, 1, 1, 0, 1, 0, 12)",284.7559244899116
545,"(4, 1, 0, 4, 1, 1, 12)",284.7961834042086
546,"(2, 1, 2, 3, 1, 2, 12)",284.8365710198747
547,"(1, 1, 3, 3, 1, 4, 12)",284.9280245403954
548,"(4, 1, 0, 3, 1, 2, 12)",285.02320856737117
549,"(3, 1, 3, 0, 1, 0, 12)",285.04738863655814
550,"(0, 1, 4, 0, 1, 0, 12)",285.3840623912681
551,"(3, 1, 0, 1, 1, 0, 12)",285.5740261890767
552,"(4, 1, 2, 0, 1, 0, 12)",285.6074591605676
553,"(1, 1, 3, 4, 1, 1, 12)",285.80142991819787
554,"(2, 1, 4, 0, 1, 0, 12)",285.8264706019869
555,"(2, 1, 3, 0, 1, 0, 12)",285.9838736876182
556,"(1, 1, 1, 0, 1, 0, 12)",286.0334852325657
557,"(3, 1, 0, 4, 1, 1, 12)",286.04310992078643
558,"(3, 1, 0, 3, 1, 2, 12)",286.1321008232652
559,"(3, 1, 0, 4, 1, 3, 12)",286.1349938494178
560,"(1, 1, 3, 3, 1, 2, 12)",286.1441943450229
561,"(0, 1, 2, 0, 1, 0, 12)",286.178844291114
562,"(3, 1, 0, 4, 1, 2, 12)",286.17918440214333
563,"(1, 1, 4, 0, 1, 0, 12)",286.24088898253535
564,"(0, 1, 3, 0, 1, 0, 12)",286.36899832144724
565,"(2, 1, 1, 0, 1, 0, 12)",286.6542314834391
566,"(4, 1, 4, 0, 1, 0, 12)",287.118851313619
567,"(4, 1, 3, 0, 1, 0, 12)",287.43712974716743
568,"(4, 1, 0, 0, 1, 0, 12)",287.6489183141307
569,"(3, 1, 4, 0, 1, 0, 12)",287.69589697731686
570,"(1, 1, 2, 0, 1, 0, 12)",287.9663256381571
571,"(2, 1, 2, 0, 1, 0, 12)",288.7539022622392
572,"(1, 1, 3, 0, 1, 0, 12)",289.20579845634825
573,"(2, 1, 0, 0, 1, 0, 12)",290.5831358092518
574,"(3, 1, 0, 0, 1, 0, 12)",292.4665099554131
575,"(1, 1, 0, 1, 1, 3, 12)",294.7005044629534
576,"(1, 1, 0, 1, 1, 4, 12)",296.66902516013454
577,"(1, 1, 0, 2, 1, 3, 12)",296.8356432140538
578,"(1, 1, 0, 4, 1, 4, 12)",297.5249324476139
579,"(1, 1, 0, 2, 1, 0, 12)",297.535095057284
580,"(1, 1, 0, 0, 1, 2, 12)",297.88435441542987
581,"(1, 1, 0, 4, 1, 2, 12)",298.0733564001047
582,"(1, 1, 0, 4, 1, 3, 12)",298.25721780522815
583,"(1, 1, 0, 3, 1, 3, 12)",298.2816691109313
584,"(1, 1, 0, 0, 1, 3, 12)",298.38136822721225
585,"(1, 1, 0, 2, 1, 4, 12)",298.42776063252313
586,"(1, 1, 0, 1, 1, 2, 12)",298.77627417732833
587,"(1, 1, 0, 2, 1, 1, 12)",298.88451127947195
588,"(1, 1, 0, 0, 1, 4, 12)",299.06446723956174
589,"(1, 1, 0, 3, 1, 0, 12)",299.1385729821959
590,"(1, 1, 0, 4, 1, 0, 12)",299.5503042881336
591,"(1, 1, 0, 1, 1, 1, 12)",300.0701364385375
592,"(1, 1, 0, 0, 1, 1, 12)",300.5705283892852
593,"(1, 1, 0, 2, 1, 2, 12)",300.74347963709874
594,"(1, 1, 0, 3, 1, 1, 12)",300.88141011723434
595,"(1, 1, 0, 4, 1, 1, 12)",301.31864779787634
596,"(1, 1, 0, 3, 1, 2, 12)",302.29228115443055
597,"(1, 1, 0, 3, 1, 4, 12)",302.80755315110696
598,"(1, 1, 0, 1, 1, 0, 12)",304.2019721222306
599,"(1, 1, 0, 0, 1, 0, 12)",306.368360610575
600,"(0, 1, 0, 4, 1, 2, 12)",344.73342203981616
601,"(0, 1, 0, 2, 1, 2, 12)",345.27266727930834
602,"(0, 1, 0, 2, 1, 3, 12)",345.835460348472
603,"(0, 1, 0, 3, 1, 2, 12)",346.209543993368
604,"(0, 1, 0, 4, 1, 4, 12)",346.5324523056442
605,"(0, 1, 0, 4, 1, 3, 12)",346.5609539162476
606,"(0, 1, 0, 3, 1, 3, 12)",347.9863532087304
607,"(0, 1, 0, 0, 1, 2, 12)",348.55072252702513
608,"(0, 1, 0, 4, 1, 0, 12)",349.4623910540749
609,"(0, 1, 0, 3, 1, 4, 12)",349.57176111865135
610,"(0, 1, 0, 1, 1, 3, 12)",349.6438384810742
611,"(0, 1, 0, 2, 1, 1, 12)",349.84678251139894
612,"(0, 1, 0, 3, 1, 0, 12)",350.4389892996966
613,"(0, 1, 0, 0, 1, 3, 12)",350.5296321011648
614,"(0, 1, 0, 1, 1, 2, 12)",350.5360292321981
615,"(0, 1, 0, 1, 1, 4, 12)",350.66177008378014
616,"(0, 1, 0, 2, 1, 0, 12)",350.92221894638595
617,"(0, 1, 0, 4, 1, 1, 12)",351.37899864088695
618,"(0, 1, 0, 3, 1, 1, 12)",351.4251747151311
619,"(0, 1, 0, 1, 1, 1, 12)",351.4668367913654
620,"(0, 1, 0, 0, 1, 4, 12)",351.68091710071405
621,"(0, 1, 0, 2, 1, 4, 12)",353.2219480999118
622,"(0, 1, 0, 0, 1, 1, 12)",354.75171938734024
623,"(0, 1, 0, 1, 1, 0, 12)",357.1737061833923
624,"(0, 1, 0, 0, 1, 0, 12)",357.5318708187898
